CHR_promoter	startPOS_promoter	endPOS_promoter	source_promoter	CHR_mir	startPOS_mir	endPOS_mir	kind_mir	score_mir	strand_mir	annotation_mir
chr22	25841551	25844132	miRGen_v3_TSS_2k5	chr22	25851613	25851678	miRNA_primary_transcript	1	+	ID=MI0022662;Alias=MI0022662;Name=hsa-mir-6817
chr22	26950679	26951369	Chesi, A. et al.	chr22	26951178	26951289	miRNA_primary_transcript	1	-	ID=MI0006345;Alias=MI0006345;Name=hsa-mir-548j
chr22	28316264	28317628	Chesi, A. et al.	chr22	28316513	28316600	miRNA_primary_transcript	1	-	ID=MI0014247;Alias=MI0014247;Name=hsa-mir-3199-1
chr22	28316264	28317628	Chesi, A. et al.	chr22	28316514	28316599	miRNA_primary_transcript	1	+	ID=MI0014248;Alias=MI0014248;Name=hsa-mir-3199-2
chr22	28855796	28857034	Chesi, A. et al.	chr22	28855857	28855936	miRNA_primary_transcript	1	+	ID=MI0019412;Alias=MI0019412;Name=hsa-mir-5739
chr22	30402881	30403227	Chesi, A. et al.	chr22	30403038	30403102	miRNA_primary_transcript	1	+	ID=MI0022663;Alias=MI0022663;Name=hsa-mir-6818
chr22	31127255	31128066	Chesi, A. et al.	chr22	31127544	31127628	miRNA_primary_transcript	1	+	ID=MI0014249;Alias=MI0014249;Name=hsa-mir-3200
chr22	31555932	31557946	Chesi, A. et al.	chr22	31556048	31556105	miRNA_primary_transcript	1	-	ID=MI0016438;Alias=MI0016438;Name=hsa-mir-3928
chr22	32017434	32018191	Chesi, A. et al.	chr22	32017453	32017517	miRNA_primary_transcript	1	-	ID=MI0022960;Alias=MI0022960;Name=hsa-mir-7109
chr22	33832558	33834083	Chesi, A. et al.	chr22	33832568	33832655	miRNA_primary_transcript	1	-	ID=MI0017405;Alias=MI0017405;Name=hsa-mir-4764
chr22	35731240	35732073	Chesi, A. et al.	chr22	35731633	35731751	miRNA_primary_transcript	1	+	ID=MI0016413;Alias=MI0016413;Name=hsa-mir-3909
chr22	35732299	35733150	Chesi, A. et al.	chr22	35732714	35732792	miRNA_primary_transcript	1	-	ID=MI0020346;Alias=MI0020346;Name=hsa-mir-6069
chr22	36682832	36683565	Chesi, A. et al.	chr22	36682893	36682953	miRNA_primary_transcript	1	-	ID=MI0022664;Alias=MI0022664;Name=hsa-mir-6819
chr22	38239041	38239205	Chesi, A. et al.	chr22	38240279	38240378	miRNA_primary_transcript	1	-	ID=MI0003682;Alias=MI0003682;Name=hsa-mir-658
chr22	38242675	38245256	miRGen_v3_TSS_2k5	chr22	38243685	38243781	miRNA_primary_transcript	1	-	ID=MI0003683;Alias=MI0003683;Name=hsa-mir-659
chr22	38363294	38363640	Chesi, A. et al.	chr22	38363570	38363631	miRNA_primary_transcript	1	+	ID=MI0022665;Alias=MI0022665;Name=hsa-mir-6820
chr22	38384788	38385177	Chesi, A. et al.	chr22	38384801	38384860	miRNA_primary_transcript	1	+	ID=MI0016901;Alias=MI0016901;Name=hsa-mir-4534
chr22	41209678	41211044	Chesi, A. et al.	chr22	41209887	41209962	miRNA_primary_transcript	1	-	ID=MI0017407;Alias=MI0017407;Name=hsa-mir-4766
chr22	41487594	41490008	Chesi, A. et al.	chr22	41488517	41488570	miRNA_primary_transcript	1	+	ID=MI0006428;Alias=MI0006428;Name=hsa-mir-1281
chr22	41648433	41649262	Chesi, A. et al.	chr22	41648996	41649054	miRNA_primary_transcript	1	-	ID=MI0022736;Alias=MI0022736;Name=hsa-mir-6889
chr22	42296172	42297075	Chesi, A. et al.	chr22	42296948	42297016	miRNA_primary_transcript	1	+	ID=MI0000091;Alias=MI0000091;Name=hsa-mir-33a
chr22	42318333	42320266	Chesi, A. et al.	chr22	42319226	42319301	miRNA_primary_transcript	1	-	ID=MI0016902;Alias=MI0016902;Name=hsa-mir-378i
chr22	45596751	45597697	Chesi, A. et al.	chr22	45596835	45596900	miRNA_primary_transcript	1	-	ID=MI0006384;Alias=MI0006384;Name=hsa-mir-1249
chr22	46155422	46156346	Chesi, A. et al.	chr22	46156404	46156478	miRNA_primary_transcript	1	+	ID=MI0017403;Alias=MI0017403;Name=hsa-mir-4762
chr22	46486245	46487771	Chesi, A. et al.	chr22	46486924	46487006	miRNA_primary_transcript	1	+	ID=MI0016009;Alias=MI0016009;Name=hsa-mir-3619
chr22	46466075	46468656	miRGen_v3_TSS_2k5	chr22	46508629	46508702	miRNA_primary_transcript	1	+	ID=MI0000062;Alias=MI0000062;Name=hsa-let-7a-3
chr22	46509005	46509985	Chesi, A. et al.	chr22	46509446	46509537	miRNA_primary_transcript	1	+	ID=MI0017404;Alias=MI0017404;Name=hsa-mir-4763
chr22	46466075	46468656	miRGen_v3_TSS_2k5	chr22	46509566	46509648	miRNA_primary_transcript	1	+	ID=MI0000063;Alias=MI0000063;Name=hsa-let-7b
chr22	48669605	48670261	Chesi, A. et al.	chr22	48670176	48670227	miRNA_primary_transcript	1	+	ID=MI0014250;Alias=MI0014250;Name=hsa-mir-3201
chr22	49175721	49177025	Chesi, A. et al.	chr22	49176107	49176165	miRNA_primary_transcript	1	+	ID=MI0016903;Alias=MI0016903;Name=hsa-mir-4535
chr22	49936400	49937388	Chesi, A. et al.	chr22	49937041	49937114	miRNA_primary_transcript	1	-	ID=MI0016068;Alias=MI0016068;Name=hsa-mir-3667
chr22	50356469	50356600	Chesi, A. et al.	chr22	50356514	50356587	miRNA_primary_transcript	1	+	ID=MI0022666;Alias=MI0022666;Name=hsa-mir-6821
chr22	50843371	50845953	miRBase_v22_upstream_2k5	chr22	50845871	50845953	miRNA_primary_transcript	1	+	ID=MI0039716;Alias=MI0039716;Name=hsa-mir-12114
chr3	5291758	5292389	Chesi, A. et al.	chr3	5291862	5291940	miRNA_primary_transcript	1	-	ID=MI0017437;Alias=MI0017437;Name=hsa-mir-4790
chr3	10319535	10322136	miRBase_v22_upstream_2k5	chr3	10322035	10322136	miRNA_primary_transcript	1	+	ID=MI0039729;Alias=MI0039729;Name=hsa-mir-12127
chr3	10370806	10372932	Chesi, A. et al.	chr3	10371913	10371969	miRNA_primary_transcript	1	+	ID=MI0014154;Alias=MI0014154;Name=hsa-mir-378b
chr3	10435775	10436780	Chesi, A. et al.	chr3	10436173	10436246	miRNA_primary_transcript	1	-	ID=MI0005560;Alias=MI0005560;Name=hsa-mir-885
chr3	15536801	15538788	Chesi, A. et al.	chr3	15537746	15537815	miRNA_primary_transcript	1	-	ID=MI0015878;Alias=MI0015878;Name=hsa-mir-4270
chr9	115113302	115113452	Chesi, A. et al.	chr3	15738805	15738878	miRNA_primary_transcript	1	-	ID=MI0014155;Alias=MI0014155;Name=hsa-mir-3134
chr3	15915078	15915550	Chesi, A. et al.	chr3	15915278	15915356	miRNA_primary_transcript	1	+	ID=MI0003569;Alias=MI0003569;Name=hsa-mir-563
chr3	16974242	16975335	Chesi, A. et al.	chr3	16974688	16974752	miRNA_primary_transcript	1	+	ID=MI0016135;Alias=MI0016135;Name=hsa-mir-3714
chr3	19356288	19356528	Chesi, A. et al.	chr3	19356340	19356423	miRNA_primary_transcript	1	-	ID=MI0017438;Alias=MI0017438;Name=hsa-mir-4791
chr3	20178127	20180448	Chesi, A. et al.	chr3	20179057	20179133	miRNA_primary_transcript	1	+	ID=MI0014156;Alias=MI0014156;Name=hsa-mir-3135a
chr3	25705929	25707509	Chesi, A. et al.	chr3	25706364	25706430	miRNA_primary_transcript	1	-	ID=MI0016785;Alias=MI0016785;Name=hsa-mir-4442
chr3	31203168	31203849	Chesi, A. et al.	chr3	31203196	31203279	miRNA_primary_transcript	1	-	ID=MI0014157;Alias=MI0014157;Name=hsa-mir-466
chr3	175132757	175133821	Chesi, A. et al.	chr3	32547775	32547881	miRNA_primary_transcript	1	-	ID=MI0022210;Alias=MI0022210;Name=hsa-mir-548ay
chr3	35785697	35786272	Chesi, A. et al.	chr3	35785968	35786051	miRNA_primary_transcript	1	+	ID=MI0000727;Alias=MI0000727;Name=hsa-mir-128-2
chr3	38008395	38010971	miRBase_v22_upstream_2k5	chr3	38010895	38010971	miRNA_primary_transcript	1	+	ID=MI0000083;Alias=MI0000083;Name=hsa-mir-26a-1
chr3	39179366	39180230	Chesi, A. et al.	chr3	39179697	39179757	miRNA_primary_transcript	1	+	ID=MI0022667;Alias=MI0022667;Name=hsa-mir-6822
chr3	44155423	44156423	Chesi, A. et al.	chr3	44155704	44155802	miRNA_primary_transcript	1	+	ID=MI0000476;Alias=MI0000476;Name=hsa-mir-138-1
chr3	44902878	44904884	Chesi, A. et al.	chr3	44903380	44903473	miRNA_primary_transcript	1	+	ID=MI0003570;Alias=MI0003570;Name=hsa-mir-564
chr3	47890380	47892134	Chesi, A. et al.	chr3	47891045	47891119	miRNA_primary_transcript	1	+	ID=MI0006313;Alias=MI0006313;Name=hsa-mir-1226
chr3	48237468	48238160	Chesi, A. et al.	chr3	48238054	48238106	miRNA_primary_transcript	1	+	ID=MI0016786;Alias=MI0016786;Name=hsa-mir-4443
chr3	48357854	48358173	Chesi, A. et al.	chr3	48357850	48357949	miRNA_primary_transcript	1	-	ID=MI0010634;Alias=MI0010634;Name=hsa-mir-2115
chr3	48587098	48587897	Chesi, A. et al.	chr3	48587394	48587454	miRNA_primary_transcript	1	-	ID=MI0022668;Alias=MI0022668;Name=hsa-mir-6823
chr3	48616290	48616752	Chesi, A. et al.	chr3	48616335	48616410	miRNA_primary_transcript	1	-	ID=MI0012488;Alias=MI0012488;Name=hsa-mir-711
chr3	48670555	48671176	Chesi, A. et al.	chr3	48671069	48671131	miRNA_primary_transcript	1	-	ID=MI0022669;Alias=MI0022669;Name=hsa-mir-6824
chr3	48681571	48682205	Chesi, A. et al.	chr3	48681627	48681713	miRNA_primary_transcript	1	-	ID=MI0017440;Alias=MI0017440;Name=hsa-mir-4793
chr3	49057642	49058333	Chesi, A. et al.	chr3	49057581	49057667	miRNA_primary_transcript	1	-	ID=MI0001448;Alias=MI0001448;Name=hsa-mir-425
chr3	49057642	49058333	Chesi, A. et al.	chr3	49058051	49058142	miRNA_primary_transcript	1	-	ID=MI0000465;Alias=MI0000465;Name=hsa-mir-191
chr3	49136971	49138412	Chesi, A. et al.	chr3	49137287	49137347	miRNA_primary_transcript	1	-	ID=MI0022737;Alias=MI0022737;Name=hsa-mir-6890
chr3	49311496	49311865	Chesi, A. et al.	chr3	49311553	49311619	miRNA_primary_transcript	1	+	ID=MI0015879;Alias=MI0015879;Name=hsa-mir-4271
chr3	49843403	49843736	Chesi, A. et al.	chr3	49843570	49843678	miRNA_primary_transcript	1	-	ID=MI0018172;Alias=MI0018172;Name=hsa-mir-5193
chr3	50264282	50265419	Chesi, A. et al.	chr3	50264868	50264922	miRNA_primary_transcript	1	+	ID=MI0019797;Alias=MI0019797;Name=hsa-mir-5787
chr3	50310622	50310753	Chesi, A. et al.	chr3	50310667	50310728	miRNA_primary_transcript	1	+	ID=MI0022719;Alias=MI0022719;Name=hsa-mir-6872
chr3	50712031	50713141	Chesi, A. et al.	chr3	50712511	50712594	miRNA_primary_transcript	1	+	ID=MI0017434;Alias=MI0017434;Name=hsa-mir-4787
chr3	52299794	52302377	miRBase_v22_upstream_2k5	chr3	52302294	52302377	miRNA_primary_transcript	1	-	ID=MI0000433;Alias=MI0000433;Name=hsa-let-7g
chr3	52325735	52328324	miRBase_v22_upstream_2k5	chr3	52328235	52328324	miRNA_primary_transcript	1	-	ID=MI0000452;Alias=MI0000452;Name=hsa-mir-135a-1
chr3	52879770	52880770	Chesi, A. et al.	chr3	52880479	52880568	miRNA_primary_transcript	1	-	ID=MI0025900;Alias=MI0025900;Name=hsa-mir-8064
chr3	55886603	55887151	Chesi, A. et al.	chr3	55886520	55886622	miRNA_primary_transcript	1	-	ID=MI0016594;Alias=MI0016594;Name=hsa-mir-3938
chr3	60603498	60604100	Chesi, A. et al.	chr3	60603538	60603603	miRNA_primary_transcript	1	-	ID=MI0029321;Alias=MI0029321;Name=hsa-mir-548bb
chr3	67275950	67277144	Chesi, A. et al.	chr3	67275888	67275951	miRNA_primary_transcript	1	+	ID=MI0015880;Alias=MI0015880;Name=hsa-mir-4272
chr3	69097065	69098435	Chesi, A. et al.	chr3	69098109	69098186	miRNA_primary_transcript	1	-	ID=MI0014158;Alias=MI0014158;Name=hsa-mir-3136
chr3	71590624	71591574	Chesi, A. et al.	chr3	71591121	71591240	miRNA_primary_transcript	1	-	ID=MI0006431;Alias=MI0006431;Name=hsa-mir-1284
chr3	75261127	75263700	miRBase_v22_upstream_2k5	chr3	75263627	75263700	miRNA_primary_transcript	1	+	ID=MI0019111;Alias=MI0019111;Name=hsa-mir-4444-2
chr3	75677414	75680009	miRBase_v22_upstream_2k5	chr3	75679914	75680009	miRNA_primary_transcript	1	+	ID=MI0006657;Alias=MI0006657;Name=hsa-mir-1324
chr3	75784931	75787514	miRBase_v22_upstream_2k5	chr3	75787431	75787514	miRNA_primary_transcript	1	+	ID=MI0015881;Alias=MI0015881;Name=hsa-mir-4273
chr3	79556751	79557540	Chesi, A. et al.	chr3	79557037	79557119	miRNA_primary_transcript	1	+	ID=MI0016430;Alias=MI0016430;Name=hsa-mir-3923
chr3	85434768	85436908	Chesi, A. et al.	chr3	85434860	85434942	miRNA_primary_transcript	1	+	ID=MI0019292;Alias=MI0019292;Name=hsa-mir-5688
chr3	87274057	87275650	Chesi, A. et al.	chr3	87275339	87275427	miRNA_primary_transcript	1	-	ID=MI0017442;Alias=MI0017442;Name=hsa-mir-4795
chr3	96078432	96079281	Chesi, A. et al.	chr3	96078808	96078883	miRNA_primary_transcript	1	+	ID=MI0025896;Alias=MI0025896;Name=hsa-mir-8060
chr3	99683092	99683269	Chesi, A. et al.	chr3	99683158	99683242	miRNA_primary_transcript	1	-	ID=MI0016428;Alias=MI0016428;Name=hsa-mir-3921
chr3	103242417	103243020	Chesi, A. et al.	chr3	103242877	103242960	miRNA_primary_transcript	1	-	ID=MI0016752;Alias=MI0016752;Name=hsa-mir-548ab
chr3	109319175	109321744	miRBase_v22_upstream_2k5	chr3	109321675	109321744	miRNA_primary_transcript	1	+	ID=MI0016788;Alias=MI0016788;Name=hsa-mir-4445
chr3	111831611	111831931	Chesi, A. et al.	chr3	111831648	111831745	miRNA_primary_transcript	1	+	ID=MI0003573;Alias=MI0003573;Name=hsa-mir-567
chr3	112453436	112456028	miRBase_v22_upstream_2k5	chr3	112455936	112456028	miRNA_primary_transcript	1	+	ID=MI0031828;Alias=MI0031828;Name=hsa-mir-9900
chr3	113150933	113151983	Chesi, A. et al.	chr3	113150965	113151047	miRNA_primary_transcript	1	-	ID=MI0025912;Alias=MI0025912;Name=hsa-mir-8076
chr3	113313478	113314336	Chesi, A. et al.	chr3	113313723	113313789	miRNA_primary_transcript	1	+	ID=MI0016789;Alias=MI0016789;Name=hsa-mir-4446
chr3	114035197	114036178	Chesi, A. et al.	chr3	114035322	114035416	miRNA_primary_transcript	1	-	ID=MI0003574;Alias=MI0003574;Name=hsa-mir-568
chr3	114462194	114462438	Chesi, A. et al.	chr3	114462292	114462372	miRNA_primary_transcript	1	-	ID=MI0017443;Alias=MI0017443;Name=hsa-mir-4796
chr3	116567545	116569289	Chesi, A. et al.	chr3	116569124	116569214	miRNA_primary_transcript	1	-	ID=MI0016790;Alias=MI0016790;Name=hsa-mir-4447
chr3	119800911	119803495	miRBase_v22_upstream_2k5	chr3	119803411	119803495	miRNA_primary_transcript	1	-	ID=MI0039501;Alias=MI0039501;Name=hsa-mir-6529
chr3	120114574	120114816	Chesi, A. et al.	chr3	120114515	120114576	miRNA_primary_transcript	1	-	ID=MI0000240;Alias=MI0000240;Name=hsa-mir-198
chr3	120768440	120768667	Chesi, A. et al.	chr3	120768487	120768562	miRNA_primary_transcript	1	+	ID=MI0019282;Alias=MI0019282;Name=hsa-mir-5682
chr3	122879902	122881189	Chesi, A. et al.	chr3	122880641	122880726	miRNA_primary_transcript	1	+	ID=MI0022961;Alias=MI0022961;Name=hsa-mir-7110
chr3	123851419	123851932	Chesi, A. et al.	chr3	123851776	123851872	miRNA_primary_transcript	1	+	ID=MI0017868;Alias=MI0017868;Name=hsa-mir-5002
chr3	124093076	124094717	Chesi, A. et al.	chr3	124093179	124093284	miRNA_primary_transcript	1	+	ID=MI0020360;Alias=MI0020360;Name=hsa-mir-6083
chr3	124450884	124451807	Chesi, A. et al.	chr3	124451286	124451363	miRNA_primary_transcript	1	+	ID=MI0014159;Alias=MI0014159;Name=hsa-mir-544b
chr3	124869905	124870386	Chesi, A. et al.	chr3	124870309	124870396	miRNA_primary_transcript	1	-	ID=MI0017981;Alias=MI0017981;Name=hsa-mir-5092
chr3	125632118	125634699	miRGen_v3_TSS_2k5	chr3	125509247	125509395	miRNA_primary_transcript	1	-	ID=MI0006421;Alias=MI0006421;Name=hsa-mir-548i-1
chr3	127293183	127294878	Chesi, A. et al.	chr3	127294109	127294174	miRNA_primary_transcript	1	-	ID=MI0022670;Alias=MI0022670;Name=hsa-mir-6825
chr3	127305970	127306159	Chesi, A. et al.	chr3	127305954	127306019	miRNA_primary_transcript	1	-	ID=MI0025752;Alias=MI0025752;Name=hsa-mir-7976
chr3	128563151	128565751	miRBase_v22_upstream_2k5	chr3	128565651	128565751	miRNA_primary_transcript	1	+	ID=MI0039726;Alias=MI0039726;Name=hsa-mir-12124
chr3	128990571	128991442	Chesi, A. et al.	chr3	128990989	128991086	miRNA_primary_transcript	1	+	ID=MI0022671;Alias=MI0022671;Name=hsa-mir-6826
chr3	131704770	131704968	Chesi, A. et al.	chr3	131704699	131704775	miRNA_primary_transcript	1	-	ID=MI0019312;Alias=MI0019312;Name=hsa-mir-5704
chr3	134086641	134086948	Chesi, A. et al.	chr3	134086646	134086704	miRNA_primary_transcript	1	-	ID=MI0022672;Alias=MI0022672;Name=hsa-mir-6827
chr3	134156216	134156704	Chesi, A. et al.	chr3	134156669	134156748	miRNA_primary_transcript	1	+	ID=MI0017435;Alias=MI0017435;Name=hsa-mir-4788
chr3	151283362	151284908	Chesi, A. et al.	chr3	151283664	151283783	miRNA_primary_transcript	1	-	ID=MI0018165;Alias=MI0018165;Name=hsa-mir-5186
chr3	158999406	159001004	Chesi, A. et al.	chr3	159000435	159000523	miRNA_primary_transcript	1	+	ID=MI0016425;Alias=MI0016425;Name=hsa-mir-3919
chr3	160121904	160123979	Chesi, A. et al.	chr3	160122376	160122473	miRNA_primary_transcript	1	+	ID=MI0000438;Alias=MI0000438;Name=hsa-mir-15b
chr3	160121904	160123979	Chesi, A. et al.	chr3	160122533	160122613	miRNA_primary_transcript	1	+	ID=MI0000115;Alias=MI0000115;Name=hsa-mir-16-2
chr3	163889132	163889596	Chesi, A. et al.	chr3	163889259	163889344	miRNA_primary_transcript	1	-	ID=MI0006398;Alias=MI0006398;Name=hsa-mir-1263
chr3	168269633	168271072	Chesi, A. et al.	chr3	168269642	168269737	miRNA_primary_transcript	1	+	ID=MI0003575;Alias=MI0003575;Name=hsa-mir-551b
chr3	170140448	170141169	Chesi, A. et al.	chr3	170140891	170140950	miRNA_primary_transcript	1	+	ID=MI0022673;Alias=MI0022673;Name=hsa-mir-6828
chr3	170824311	170825642	Chesi, A. et al.	chr3	170824453	170824548	miRNA_primary_transcript	1	-	ID=MI0003576;Alias=MI0003576;Name=hsa-mir-569
chr3	175084829	175087410	miRBase_v22_upstream_2k5	chr3	175087329	175087410	miRNA_primary_transcript	1	+	ID=MI0017436;Alias=MI0017436;Name=hsa-mir-4789
chr3	176232483	176233507	Chesi, A. et al.	chr3	176232891	176232939	miRNA_primary_transcript	1	+	ID=MI0025753;Alias=MI0025753;Name=hsa-mir-7977
chr3	183602088	183604673	miRBase_v22_upstream_2k5	chr3	183604588	183604673	miRNA_primary_transcript	1	+	ID=MI0016791;Alias=MI0016791;Name=hsa-mir-4448
chr3	183958960	183960740	Chesi, A. et al.	chr3	183959193	183959277	miRNA_primary_transcript	1	+	ID=MI0003764;Alias=MI0003764;Name=hsa-mir-1224
chr3	184970783	184971134	Chesi, A. et al.	chr3	184970998	184971060	miRNA_primary_transcript	1	-	ID=MI0019147;Alias=MI0019147;Name=hsa-mir-5588
chr3	185485426	185485797	Chesi, A. et al.	chr3	185485635	185485692	miRNA_primary_transcript	1	-	ID=MI0019130;Alias=MI0019130;Name=hsa-mir-548aq
chr3	186504353	186504800	Chesi, A. et al.	chr3	186504461	186504566	miRNA_primary_transcript	1	+	ID=MI0006383;Alias=MI0006383;Name=hsa-mir-1248
chr3	188405625	188407016	Chesi, A. et al.	chr3	188406569	188406654	miRNA_primary_transcript	1	+	ID=MI0000086;Alias=MI0000086;Name=hsa-mir-28
chr3	189547251	189547963	Chesi, A. et al.	chr3	189547711	189547798	miRNA_primary_transcript	1	+	ID=MI0005769;Alias=MI0005769;Name=hsa-mir-944
chr3	194854522	194855886	Chesi, A. et al.	chr3	194855235	194855309	miRNA_primary_transcript	1	-	ID=MI0014160;Alias=MI0014160;Name=hsa-mir-3137
chr3	195425483	195426594	Chesi, A. et al.	chr3	195426272	195426368	miRNA_primary_transcript	1	+	ID=MI0003577;Alias=MI0003577;Name=hsa-mir-570
chr3	195609173	195609504	Chesi, A. et al.	chr3	195609200	195609266	miRNA_primary_transcript	1	-	ID=MI0022674;Alias=MI0022674;Name=hsa-mir-6829
chr3	197020565	197021293	Chesi, A. et al.	chr3	197020749	197020819	miRNA_primary_transcript	1	-	ID=MI0017444;Alias=MI0017444;Name=hsa-mir-4797
chr3	197401186	197402579	Chesi, A. et al.	chr3	197401367	197401447	miRNA_primary_transcript	1	-	ID=MI0005714;Alias=MI0005714;Name=hsa-mir-922
chr4	343411	344051	Chesi, A. et al.	chr4	343946	344041	miRNA_primary_transcript	1	+	ID=MI0003578;Alias=MI0003578;Name=hsa-mir-571
chr4	1985198	1988274	Chesi, A. et al.	chr4	1988111	1988204	miRNA_primary_transcript	1	-	ID=MI0005768;Alias=MI0005768;Name=hsa-mir-943
chr4	2251471	2251886	Chesi, A. et al.	chr4	2251804	2251883	miRNA_primary_transcript	1	-	ID=MI0017448;Alias=MI0017448;Name=hsa-mir-4800
chr4	5922502	5925055	miRBase_v22_upstream_2k5	chr4	5925002	5925055	miRNA_primary_transcript	1	-	ID=MI0016749;Alias=MI0016749;Name=hsa-mir-378d-1
chr4	7311177	7312315	Chesi, A. et al.	chr4	7312177	7312251	miRNA_primary_transcript	1	+	ID=MI0017445;Alias=MI0017445;Name=hsa-mir-4798
chr4	7460991	7462868	Chesi, A. et al.	chr4	7461755	7461845	miRNA_primary_transcript	1	+	ID=MI0015884;Alias=MI0015884;Name=hsa-mir-4274
chr4	8006858	8007370	Chesi, A. et al.	chr4	8007028	8007108	miRNA_primary_transcript	1	-	ID=MI0000097;Alias=MI0000097;Name=hsa-mir-95
chr4	9555289	9557937	miRBase_v22_upstream_2k5	chr4	9557789	9557937	miRNA_primary_transcript	1	-	ID=MI0006422;Alias=MI0006422;Name=hsa-mir-548i-2
chr4	10078931	10080606	Chesi, A. et al.	chr4	10080235	10080316	miRNA_primary_transcript	1	-	ID=MI0014161;Alias=MI0014161;Name=hsa-mir-3138
chr4	11369026	11370763	Chesi, A. et al.	chr4	11370451	11370545	miRNA_primary_transcript	1	+	ID=MI0003579;Alias=MI0003579;Name=hsa-mir-572
chr4	11782302	11784872	miRBase_v22_upstream_2k5	chr4	11784802	11784872	miRNA_primary_transcript	1	+	ID=MI0039715;Alias=MI0039715;Name=hsa-mir-12113
chr4	13629327	13629705	Chesi, A. et al.	chr4	13629489	13629581	miRNA_primary_transcript	1	+	ID=MI0017980;Alias=MI0017980;Name=hsa-mir-5091
chr4	20529595	20529929	Chesi, A. et al.	chr4	20529898	20530007	miRNA_primary_transcript	1	+	ID=MI0000294;Alias=MI0000294;Name=hsa-mir-218-1
chr4	21465646	21466581	Chesi, A. et al.	chr4	21466323	21466381	miRNA_primary_transcript	1	-	ID=MI0025754;Alias=MI0025754;Name=hsa-mir-7978
chr4	22514435	22517008	miRBase_v22_upstream_2k5	chr4	22516935	22517008	miRNA_primary_transcript	1	+	ID=MI0039717;Alias=MI0039717;Name=hsa-mir-12115
chr4	24521876	24523148	Chesi, A. et al.	chr4	24521815	24521913	miRNA_primary_transcript	1	-	ID=MI0003580;Alias=MI0003580;Name=hsa-mir-573
chr4	28821071	28822053	Chesi, A. et al.	chr4	28821204	28821290	miRNA_primary_transcript	1	+	ID=MI0015883;Alias=MI0015883;Name=hsa-mir-4275
chr4	36425488	36428050	miRBase_v22_upstream_2k5	chr4	36427988	36428050	miRNA_primary_transcript	1	-	ID=MI0006435;Alias=MI0006435;Name=hsa-mir-1255b-1
chr4	37243425	37243665	Chesi, A. et al.	chr4	37243532	37243613	miRNA_primary_transcript	1	-	ID=MI0017449;Alias=MI0017449;Name=hsa-mir-4801
chr4	38869157	38869791	Chesi, A. et al.	chr4	38869653	38869748	miRNA_primary_transcript	1	+	ID=MI0003581;Alias=MI0003581;Name=hsa-mir-574
chr4	39413202	39414121	Chesi, A. et al.	chr4	39413530	39413594	miRNA_primary_transcript	1	+	ID=MI0019151;Alias=MI0019151;Name=hsa-mir-5591
chr4	40503845	40504773	Chesi, A. et al.	chr4	40504057	40504136	miRNA_primary_transcript	1	-	ID=MI0017450;Alias=MI0017450;Name=hsa-mir-4802
chr4	47654533	47655166	Chesi, A. et al.	chr4	47654686	47654760	miRNA_primary_transcript	1	+	ID=MI0025889;Alias=MI0025889;Name=hsa-mir-8053
